Duengung_ID,Versuchsjahr,Termin,Parzelle_ID,Duengemittel_ID,Menge_Duengemittel,N,P2O5,K2O,MgO,CaO,S,B,Cu,Fe,Mn,Mo,Zn,NaO
13227,2017,2017-05-24T00:00:00,43,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13228,2017,2017-05-24T00:00:00,44,10,296.3,80,0,0,0,35.6,0,0,0,0,0,0,0,0
13229,2017,2017-05-24T00:00:00,45,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13230,2017,2017-05-24T00:00:00,46,10,222.2,60,0,0,0,26.7,0,0,0,0,0,0,0,0
13231,2017,2017-05-24T00:00:00,47,11,300,60,0,0,0,165,0,0,0,0,0,0,0,0
13232,2017,2017-05-24T00:00:00,48,11,300,60,0,0,0,165,0,0,0,0,0,0,0,0
13233,2017,2017-05-24T00:00:00,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13234,2017,2017-05-24T00:00:00,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13235,2017,2017-05-24T00:00:00,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13236,2017,2017-05-24T00:00:00,52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13237,2017,2017-05-24T00:00:00,53,1,87,40,0,0,0,0,0,0,0,0,0,0,0,0
13238,2017,2017-05-24T00:00:00,54,1,130.4,60,0,0,0,0,0,0,0,0,0,0,0,0
13239,2017,2017-05-24T00:00:00,55,9,153.8,40,0,0,0,0,20,0,0,0,0,0,0,0
13240,2017,2017-05-24T00:00:00,56,9,230.8,60,0,0,0,0,30,0,0,0,0,0,0,0
13241,2017,2017-05-24T00:00:00,57,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13242,2017,2017-05-24T00:00:00,58,10,296.3,80,0,0,0,35.6,0,0,0,0,0,0,0,0
13243,2017,2017-05-24T00:00:00,59,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13244,2017,2017-05-24T00:00:00,60,10,222.2,60,0,0,0,26.7,0,0,0,0,0,0,0,0
13245,2017,2017-05-24T00:00:00,61,11,300,60,0,0,0,165,0,0,0,0,0,0,0,0
13246,2017,2017-05-24T00:00:00,62,11,300,60,0,0,0,165,0,0,0,0,0,0,0,0
13247,2017,2017-05-24T00:00:00,63,12,133.3,40,0,0,0,0,0,0,0,0,0,0,0,0
13248,2017,2017-05-24T00:00:00,64,12,200,60,0,0,0,0,0,0,0,0,0,0,0,0
13249,2017,2017-06-13T00:00:00,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13250,2017,2017-06-13T00:00:00,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13251,2017,2017-06-13T00:00:00,3,1,87,40,0,0,0,0,0,0,0,0,0,0,0,0
13252,2017,2017-06-13T00:00:00,4,1,87,40,0,0,0,0,0,0,0,0,0,0,0,0
13253,2017,2017-06-13T00:00:00,5,9,153.8,40,0,0,0,0,20,0,0,0,0,0,0,0
13254,2017,2017-06-13T00:00:00,6,9,153.8,40,0,0,0,0,20,0,0,0,0,0,0,0
13255,2017,2017-06-13T00:00:00,7,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13256,2017,2017-06-13T00:00:00,8,10,222.2,60,0,0,0,26.7,0,0,0,0,0,0,0,0
13257,2017,2017-06-13T00:00:00,9,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13258,2017,2017-06-13T00:00:00,10,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13259,2017,2017-06-13T00:00:00,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13260,2017,2017-06-13T00:00:00,12,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13261,2017,2017-06-22T00:00:00,13,12,133.3,40,0,0,0,0,0,0,0,0,0,0,0,0
13262,2017,2017-06-22T00:00:00,14,12,133.3,40,0,0,0,0,0,0,0,0,0,0,0,0
13263,2017,2017-06-13T00:00:00,15,10,74.1,20,0,0,0,8.9,0,0,0,0,0,0,0,0
13264,2017,2017-06-13T00:00:00,16,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13265,2017,2017-06-13T00:00:00,17,1,87,40,0,0,0,0,0,0,0,0,0,0,0,0
13266,2017,2017-06-13T00:00:00,18,1,87,40,0,0,0,0,0,0,0,0,0,0,0,0
13267,2017,2017-06-13T00:00:00,19,9,153.8,40,0,0,0,0,20,0,0,0,0,0,0,0
13268,2017,2017-06-13T00:00:00,20,9,153.8,40,0,0,0,0,20,0,0,0,0,0,0,0
13269,2017,2017-06-13T00:00:00,21,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13270,2017,2017-06-13T00:00:00,22,10,222.2,60,0,0,0,26.7,0,0,0,0,0,0,0,0
13271,2017,2017-06-13T00:00:00,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13272,2017,2017-06-13T00:00:00,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13273,2017,2017-06-13T00:00:00,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13274,2017,2017-06-13T00:00:00,26,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13275,2017,2017-06-22T00:00:00,27,12,133.3,40,0,0,0,0,0,0,0,0,0,0,0,0
13276,2017,2017-06-22T00:00:00,28,12,133.3,40,0,0,0,0,0,0,0,0,0,0,0,0
13277,2017,2017-06-13T00:00:00,29,10,74.1,20,0,0,0,8.9,0,0,0,0,0,0,0,0
13278,2017,2017-06-13T00:00:00,30,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13279,2017,2017-06-13T00:00:00,31,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13280,2017,2017-06-13T00:00:00,32,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13281,2017,2017-06-13T00:00:00,33,9,153.8,40,0,0,0,0,20,0,0,0,0,0,0,0
13282,2017,2017-06-13T00:00:00,34,9,153.8,40,0,0,0,0,20,0,0,0,0,0,0,0
13283,2017,2017-06-13T00:00:00,35,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13284,2017,2017-06-13T00:00:00,36,10,222.2,60,0,0,0,26.7,0,0,0,0,0,0,0,0
13285,2017,2017-06-13T00:00:00,37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13286,2017,2017-06-13T00:00:00,38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13287,2017,2017-06-13T00:00:00,39,1,87,40,0,0,0,0,0,0,0,0,0,0,0,0
13288,2017,2017-06-13T00:00:00,40,1,87,40,0,0,0,0,0,0,0,0,0,0,0,0
13289,2017,2017-06-22T00:00:00,41,12,133.3,40,0,0,0,0,0,0,0,0,0,0,0,0
13290,2017,2017-06-22T00:00:00,42,12,133.3,40,0,0,0,0,0,0,0,0,0,0,0,0
13291,2017,2017-06-13T00:00:00,43,10,74.1,20,0,0,0,8.9,0,0,0,0,0,0,0,0
13292,2017,2017-06-13T00:00:00,44,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13293,2017,2017-06-13T00:00:00,45,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13294,2017,2017-06-13T00:00:00,46,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13295,2017,2017-06-13T00:00:00,47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13296,2017,2017-06-13T00:00:00,48,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13297,2017,2017-06-13T00:00:00,49,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13298,2017,2017-06-13T00:00:00,50,10,222.2,60,0,0,0,26.7,0,0,0,0,0,0,0,0
13299,2017,2017-06-13T00:00:00,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13300,2017,2017-06-13T00:00:00,52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13301,2017,2017-06-13T00:00:00,53,1,87,40,0,0,0,0,0,0,0,0,0,0,0,0
13302,2017,2017-06-13T00:00:00,54,1,87,40,0,0,0,0,0,0,0,0,0,0,0,0
13303,2017,2017-06-13T00:00:00,55,9,153.8,40,0,0,0,0,20,0,0,0,0,0,0,0
13304,2017,2017-06-13T00:00:00,56,9,153.8,40,0,0,0,0,20,0,0,0,0,0,0,0
13305,2017,2017-06-13T00:00:00,57,10,74.1,20,0,0,0,8.9,0,0,0,0,0,0,0,0
13306,2017,2017-06-13T00:00:00,58,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13307,2017,2017-06-13T00:00:00,59,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13308,2017,2017-06-13T00:00:00,60,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13309,2017,2017-06-13T00:00:00,61,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13310,2017,2017-06-13T00:00:00,62,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13311,2017,2017-06-22T00:00:00,63,12,133.3,40,0,0,0,0,0,0,0,0,0,0,0,0
13312,2017,2017-06-22T00:00:00,64,12,133.3,40,0,0,0,0,0,0,0,0,0,0,0,0
13313,2018,2018-04-25T00:00:00,1,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13314,2018,2018-04-25T00:00:00,2,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13315,2018,2018-04-25T00:00:00,3,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13316,2018,2018-04-25T00:00:00,4,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13317,2018,2018-04-25T00:00:00,5,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13318,2018,2018-04-25T00:00:00,6,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13319,2018,2018-04-25T00:00:00,7,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13320,2018,2018-04-25T00:00:00,8,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13321,2018,2018-04-25T00:00:00,9,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13322,2018,2018-04-25T00:00:00,10,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13323,2018,2018-04-25T00:00:00,11,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13324,2018,2018-04-25T00:00:00,12,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13325,2018,2018-04-25T00:00:00,13,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13326,2018,2018-04-25T00:00:00,14,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13327,2018,2018-04-25T00:00:00,15,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13328,2018,2018-04-25T00:00:00,16,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13329,2018,2018-04-25T00:00:00,17,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13330,2018,2018-04-25T00:00:00,18,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13331,2018,2018-04-25T00:00:00,19,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13332,2018,2018-04-25T00:00:00,20,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13333,2018,2018-04-25T00:00:00,21,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13334,2018,2018-04-25T00:00:00,22,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13335,2018,2018-04-25T00:00:00,23,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13336,2018,2018-04-25T00:00:00,24,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13337,2018,2018-04-25T00:00:00,25,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13338,2018,2018-04-25T00:00:00,26,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13339,2018,2018-04-25T00:00:00,27,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13340,2018,2018-04-25T00:00:00,28,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13341,2018,2018-04-25T00:00:00,29,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13342,2018,2018-04-25T00:00:00,30,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13343,2018,2018-04-25T00:00:00,31,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13344,2018,2018-04-25T00:00:00,32,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13345,2018,2018-04-25T00:00:00,33,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13346,2018,2018-04-25T00:00:00,34,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13347,2018,2018-04-25T00:00:00,35,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13348,2018,2018-04-25T00:00:00,36,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13349,2018,2018-04-25T00:00:00,37,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13350,2018,2018-04-25T00:00:00,38,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13351,2018,2018-04-25T00:00:00,39,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13352,2018,2018-04-25T00:00:00,40,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13353,2018,2018-04-25T00:00:00,41,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13354,2018,2018-04-25T00:00:00,42,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13355,2018,2018-04-25T00:00:00,43,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13356,2018,2018-04-25T00:00:00,44,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13357,2018,2018-04-25T00:00:00,45,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13358,2018,2018-04-25T00:00:00,46,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13359,2018,2018-04-25T00:00:00,47,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13360,2018,2018-04-25T00:00:00,48,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13361,2018,2018-04-25T00:00:00,49,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13362,2018,2018-04-25T00:00:00,50,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13363,2018,2018-04-25T00:00:00,51,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13364,2018,2018-04-25T00:00:00,52,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13365,2018,2018-04-25T00:00:00,53,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13366,2018,2018-04-25T00:00:00,54,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13367,2018,2018-04-25T00:00:00,55,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13368,2018,2018-04-25T00:00:00,56,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13369,2018,2018-04-25T00:00:00,57,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13370,2018,2018-04-25T00:00:00,58,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13371,2018,2018-04-25T00:00:00,59,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13372,2018,2018-04-25T00:00:00,60,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13373,2018,2018-04-25T00:00:00,61,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13374,2018,2018-04-25T00:00:00,62,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13375,2018,2018-04-25T00:00:00,63,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13376,2018,2018-04-25T00:00:00,64,15,195.7,0,90,0,0,0,0,0,0,0,0,0,0,0
13377,2018,2018-05-30T00:00:00,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13378,2018,2018-05-30T00:00:00,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13379,2018,2018-05-30T00:00:00,3,1,173.9,80,0,0,0,0,0,0,0,0,0,0,0,0
13380,2018,2018-05-30T00:00:00,4,1,260.9,120,0,0,0,0,0,0,0,0,0,0,0,0
13381,2018,2018-05-30T00:00:00,5,9,307.7,80,0,0,0,0,40,0,0,0,0,0,0,0
13382,2018,2018-05-30T00:00:00,6,9,461.5,120,0,0,0,0,60,0,0,0,0,0,0,0
13383,2018,2018-05-30T00:00:00,7,4,461.5,120,0,0,0,0,60,0,0,0,0,0,0,0
13384,2018,2018-05-30T00:00:00,8,4,692.3,180,0,0,0,0,90,0,0,0,0,0,0,0
13385,2018,2018-05-30T00:00:00,9,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13386,2018,2018-05-30T00:00:00,10,10,222.2,60,0,0,0,26.7,0,0,0,0,0,0,0,0
13387,2018,2018-05-30T00:00:00,11,11,400,80,0,0,0,220,0,0,0,0,0,0,0,0
13388,2018,2018-05-30T00:00:00,12,11,500,100,0,0,0,275,0,0,0,0,0,0,0,0
13389,2018,2018-05-30T00:00:00,13,12,133.3,40,0,0,0,0,0,0,0,0,0,0,0,0
13390,2018,2018-05-30T00:00:00,14,12,200,60,0,0,0,0,0,0,0,0,0,0,0,0
13391,2018,2018-05-30T00:00:00,15,10,296.3,80,0,0,0,35.6,0,0,0,0,0,0,0,0
13392,2018,2018-05-30T00:00:00,16,10,444.4,120,0,0,0,53.3,0,0,0,0,0,0,0,0
13393,2018,2018-05-30T00:00:00,17,1,173.9,80,0,0,0,0,0,0,0,0,0,0,0,0
13394,2018,2018-05-30T00:00:00,18,1,260.9,120,0,0,0,0,0,0,0,0,0,0,0,0
13395,2018,2018-05-30T00:00:00,19,9,307.7,80,0,0,0,0,40,0,0,0,0,0,0,0
13396,2018,2018-05-30T00:00:00,20,9,461.5,120,0,0,0,0,60,0,0,0,0,0,0,0
13397,2018,2018-05-30T00:00:00,21,4,461.5,120,0,0,0,0,60,0,0,0,0,0,0,0
13398,2018,2018-05-30T00:00:00,22,4,692.3,180,0,0,0,0,90,0,0,0,0,0,0,0
13399,2018,2018-05-30T00:00:00,23,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13400,2018,2018-05-30T00:00:00,24,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13401,2018,2018-05-30T00:00:00,25,11,400,80,0,0,0,220,0,0,0,0,0,0,0,0
13402,2018,2018-05-30T00:00:00,26,11,500,100,0,0,0,275,0,0,0,0,0,0,0,0
13403,2018,2018-05-30T00:00:00,27,12,133.3,40,0,0,0,0,0,0,0,0,0,0,0,0
13404,2018,2018-05-30T00:00:00,28,12,200,60,0,0,0,0,0,0,0,0,0,0,0,0
13405,2018,2018-05-30T00:00:00,29,10,296.3,80,0,0,0,35.6,0,0,0,0,0,0,0,0
13406,2018,2018-05-30T00:00:00,30,10,444.4,120,0,0,0,53.3,0,0,0,0,0,0,0,0
13407,2018,2018-05-30T00:00:00,31,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13408,2018,2018-05-30T00:00:00,32,10,222.2,60,0,0,0,26.7,0,0,0,0,0,0,0,0
13409,2018,2018-05-30T00:00:00,33,9,307.7,80,0,0,0,0,40,0,0,0,0,0,0,0
13410,2018,2018-05-30T00:00:00,34,9,461.5,120,0,0,0,0,60,0,0,0,0,0,0,0
13411,2018,2018-05-30T00:00:00,35,4,461.5,120,0,0,0,0,60,0,0,0,0,0,0,0
13412,2018,2018-05-30T00:00:00,36,4,692.3,180,0,0,0,0,90,0,0,0,0,0,0,0
13413,2018,2018-05-30T00:00:00,37,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13414,2018,2018-05-30T00:00:00,38,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13415,2018,2018-05-30T00:00:00,39,1,173.9,80,0,0,0,0,0,0,0,0,0,0,0,0
13416,2018,2018-05-30T00:00:00,40,1,260.9,120,0,0,0,0,0,0,0,0,0,0,0,0
13417,2018,2018-05-30T00:00:00,41,12,133.3,40,0,0,0,0,0,0,0,0,0,0,0,0
13418,2018,2018-05-30T00:00:00,42,12,200,60,0,0,0,0,0,0,0,0,0,0,0,0
13419,2018,2018-05-30T00:00:00,43,10,296.3,80,0,0,0,35.6,0,0,0,0,0,0,0,0
13420,2018,2018-05-30T00:00:00,44,10,444.4,120,0,0,0,53.3,0,0,0,0,0,0,0,0
13421,2018,2018-05-30T00:00:00,45,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13422,2018,2018-05-30T00:00:00,46,10,222.2,60,0,0,0,26.7,0,0,0,0,0,0,0,0
13423,2018,2018-05-30T00:00:00,47,11,400,80,0,0,0,220,0,0,0,0,0,0,0,0
13424,2018,2018-05-30T00:00:00,48,11,500,100,0,0,0,275,0,0,0,0,0,0,0,0
13425,2018,2018-05-30T00:00:00,49,4,461.5,120,0,0,0,0,60,0,0,0,0,0,0,0
13426,2018,2018-05-30T00:00:00,50,4,692.3,180,0,0,0,0,90,0,0,0,0,0,0,0
13427,2018,2018-05-30T00:00:00,51,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13428,2018,2018-05-30T00:00:00,52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13429,2018,2018-05-30T00:00:00,53,1,173.9,80,0,0,0,0,0,0,0,0,0,0,0,0
13430,2018,2018-05-30T00:00:00,54,1,260.9,120,0,0,0,0,0,0,0,0,0,0,0,0
13431,2018,2018-05-30T00:00:00,55,9,307.7,80,0,0,0,0,40,0,0,0,0,0,0,0
13432,2018,2018-05-30T00:00:00,56,9,461.5,120,0,0,0,0,60,0,0,0,0,0,0,0
13433,2018,2018-05-30T00:00:00,57,10,296.3,80,0,0,0,35.6,0,0,0,0,0,0,0,0
13434,2018,2018-05-30T00:00:00,58,10,444.4,120,0,0,0,53.3,0,0,0,0,0,0,0,0
13435,2018,2018-05-30T00:00:00,59,10,148.1,40,0,0,0,17.8,0,0,0,0,0,0,0,0
13436,2018,2018-05-30T00:00:00,60,10,222.2,60,0,0,0,26.7,0,0,0,0,0,0,0,0
13437,2018,2018-05-30T00:00:00,61,11,400,80,0,0,0,220,0,0,0,0,0,0,0,0
13438,2018,2018-05-30T00:00:00,62,11,500,100,0,0,0,275,0,0,0,0,0,0,0,0
13439,2018,2018-05-30T00:00:00,63,12,133.3,40,0,0,0,0,0,0,0,0,0,0,0,0
